sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
1,1.38,1,0.0578225,0.307471,-22.0822,12.4575,0.06784,-0.03653,0.101,48.48,1.58464,0.00272465,0.00146297,-0.0272956,0.0182551,0.00304314,0.0601181,0.0684872,-0.00483094,-0.0150441,0.0134191,-0.01354,-0.00589688,0.00736482,0.00340535,-0.00223296,-0.00694141,-0.00647269,0.0105783,0.00533015,-0.00987286,0.00202394
1,1.38,2,-20.3608,20.7318,-42.5008,32.8818,0.00522,-0.0981,0.09,43.2,0.534337,0.00158148,0.00204921,0.0223945,0.0138979,-0.00346178,0.0600516,0.054242,-0.00424874,-0.008344,0.0154882,-0.0149766,-0.00227931,0.00516785,0.00394397,-0.00478888,-0.00665154,-0.00721326,0.0104329,0.00511923,-0.00845296,0.00154558
1,1.38,3,-20.3736,-20.1132,-42.5136,-7.96322,0.0052,0.02475,0.107,51.36,2.25648,0.00273951,0.00116336,-0.0610104,0.0265378,0.00447264,0.060604,0.0544927,-0.0134562,-0.0112162,0.00948421,-0.01361,-0.00374694,0.00478818,0.0034966,-0.00292271,-0.0072437,-0.0064386,0.0113386,0.00396615,-0.00922671,0.00311395
1,1.38,4,20.4764,-20.1108,-1.66357,-7.9608,0.13003,0.02435,0.123,59.04,3.63933,0.00353724,0.000910059,-0.0726357,0.0187928,0.0112544,0.0567709,0.0766541,-0.00784934,-0.0251381,0.0125597,-0.0156307,-0.000244855,0.00378793,0.00233518,-0.00340989,-0.00871302,-0.00461316,0.00967782,0.00483408,-0.00864256,0.00223798
1,1.38,5,20.4885,20.7284,-1.65152,32.8784,0.13072,-0.09842,0.108,51.84,3.66225,0.00272734,0.00159717,0.00559484,0.0068494,0.00218026,0.0581215,0.0837468,-6.1e-05,-0.0166171,0.0139803,-0.0162049,-0.00377319,0.00720912,0.00468646,-0.00209108,-0.00657276,-0.00761363,0.0102359,0.00503522,-0.00992361,0.00307465
1,1.454,1,0.0577506,0.3075,-22.0822,12.4575,0.06784,-0.03653,0.026,50.7,0.376638,0.000664324,0.000296024,-0.0106138,0.00452551,0.000733185,0.0147802,0.01689,-0.0011892,-0.00370315,0.00329821,-0.00333294,-0.00145153,0.00181288,0.000838244,-0.000549672,-0.00170864,-0.00159328,0.00260388,0.00131204,-0.00243024,0.000498208
1,1.454,2,-20.3609,20.7319,-42.5009,32.8819,0.00522,-0.0981,0.022,42.9,0.117299,0.000388206,0.000451609,0.00176431,0.00342834,-0.000794197,0.0147358,0.0133548,-0.00104575,-0.00205391,0.00380741,-0.00368653,-0.000561061,0.00127209,0.000970827,-0.0011788,-0.00163726,-0.00177557,0.0025681,0.00126012,-0.00208072,0.000380462
1,1.454,3,-20.3737,-20.1133,-42.5137,-7.96325,0.0052,0.02475,0.028,54.6,0.54279,0.000674665,0.000212107,-0.0190477,0.0065311,0.00110217,0.0149278,0.0134165,-0.0033123,-0.00276092,0.00232974,-0.00335015,-0.000922324,0.00117863,0.000860703,-0.000719439,-0.00178307,-0.00158489,0.00279103,0.000976283,-0.00227119,0.000766518
1,1.454,4,20.4764,-20.1108,-1.66358,-7.96083,0.13003,0.02435,0.032,62.4,0.883434,0.000840526,0.000156517,-0.0220399,0.00460074,0.00267906,0.0139847,0.0189289,-0.00193191,-0.00618727,0.00308667,-0.00384746,-6e-05,0.000932704,0.000574595,-0.000839637,-0.00214443,-0.00113514,0.00238237,0.00118993,-0.00212784,0.000550521
1,1.454,5,20.4885,20.7285,-1.65153,32.8785,0.13072,-0.09842,0.027,52.65,0.887557,0.000649339,0.000344033,-0.00250224,0.0018343,0.000501644,0.0142605,0.0206751,-1.5e-05,-0.00409051,0.00343626,-0.00398891,-0.000928733,0.00177455,0.0011536,-0.000514767,-0.00161787,-0.00187412,0.00251959,0.00123944,-0.00244273,0.000756845
1,1.464,1,0.0577408,0.307504,-22.0823,12.4575,0.0678,0.10972,0.047,64.86,0.424217,0.00132948,-2.2e-05,-0.0386464,0.0106501,0.00701941,0.0150962,0.0219169,-0.00719845,-0.00585893,0.00518108,-0.00639143,-0.000345709,0.00199101,0.00101381,-0.00127856,-0.00234283,-0.00250492,0.00357238,0.00216415,-0.00280069,0.000555112
1,1.464,2,-20.3609,20.7319,-42.5009,32.8819,0.00565,0.04944,0.042,57.96,0.815826,0.00105325,0.000246017,-0.0301283,0.0100608,0.00287177,0.0207804,0.0190012,-0.00569725,-0.00390919,0.00336353,-0.00536594,-0.00115617,0.00193241,0.000791478,-0.00113201,-0.0030752,-0.00212961,0.00407872,0.00141941,-0.00307948,0.00123708
1,1.464,3,-20.3737,-20.1133,-42.5137,-7.96326,0.00561,0.16964,0.046,63.48,-0.369183,0.0015024,-0.000504855,-0.0386391,0.0148452,0.00921912,0.00841538,0.0187477,-0.00999352,-0.00363056,0.00380407,-0.00560816,-0.000913381,0.00104003,0.000967722,-0.00143989,-0.00148508,-0.00228622,0.00334279,0.00231121,-0.00352167,0.000897166
1,1.464,4,20.4764,-20.1108,-1.66358,-7.96084,0.12943,0.16913,0.048,66.24,0.234194,0.00155572,-0.000604991,-0.0375494,0.0112115,0.0115487,0.00686998,0.0223923,-0.00940108,-0.0107379,0.00384683,-0.0050582,-0.00085085,0.00166315,0.00174308,-0.0010612,-0.00189662,-0.0025583,0.00337223,0.00200454,-0.00349528,0.00171305
1,1.464,5,20.4885,20.7285,-1.65153,32.8785,0.13033,0.04902,0.047,64.86,1.12233,0.00121409,3.1e-05,-0.0337472,0.00716622,0.0049186,0.0185366,0.0258822,-0.00376935,-0.00869728,0.00473586,-0.00554404,5.2e-05,0.00126313,0.000335421,-0.00113497,-0.00276864,-0.00184483,0.00348776,0.00201088,-0.00333453,0.000521352
1,1.577,1,0.0576276,0.30755,-22.0824,12.4575,0.06769,0.24053,0.062,57.474,-0.817299,0.00264721,-0.00157043,-0.0350215,0.0235427,0.0231799,-0.0038715,0.0294277,-0.0230078,-0.0122832,0.00466166,-0.00944856,-0.000876383,0.00202007,0.00190941,-0.00225828,-0.00258274,-0.00290534,0.00598323,0.00260462,-0.00455282,0.00106725
1,1.577,2,-20.3611,20.732,-42.5011,32.882,0.00606,0.1817,0.067,62.109,-0.519126,0.00227119,-0.000874621,-0.0534533,0.022819,0.0148563,0.0104648,0.0278925,-0.0162583,-0.00562059,0.00511757,-0.00799913,-0.0012715,0.00145281,0.00151791,-0.00205276,-0.00211215,-0.00351991,0.00518481,0.00347198,-0.00564542,0.00167022
