sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
2,1.55,1,0.260027,0.611244,-22.03,-36.4188,-0.0678,0.10972,0.074,114.7,-0.21539,-0.000102478,-0.001043,-0.0725553,-0.0162041,-0.0226655,0.00551037,-0.013661,-0.014695,-0.000977516,0.0017918,-0.00158242,0.00116398,0.000767039,0.00314393,0.00362661,0.000049,0.00370567,-0.000238727,-0.00272715,-0.000963824,0.00132833
2,1.55,2,-19.8541,20.7377,-42.1441,-16.2923,-0.13033,0.04902,0.075,116.25,-0.602773,-0.000509142,-0.000754285,-0.0707943,-0.0269632,-0.01844,0.00821535,-0.0159593,-0.0092699,0.00128307,0.00201882,-0.00182367,-0.000124426,0.00132194,0.00276873,0.00322091,-0.000251244,0.0037912,-0.000574007,-0.0028715,-0.000231511,0.000385063
2,1.55,3,-19.8596,-19.5633,-42.1496,-56.5933,-0.12943,0.16913,0.072,111.6,-0.134707,0.00114673,-0.0021603,-0.0709854,-0.0111356,-0.0229324,0.000137229,-0.0125604,-0.0197994,0.00317094,0.00151516,-0.00304266,0.000583037,0.000579001,0.00330521,0.00396,-0.000878235,0.00381251,-0.000584921,-0.00321106,-0.000994034,0.00036513
2,1.55,4,20.3699,-19.5357,-1.9201,-56.5657,-0.00561,0.16964,0.071,110.05,0.373218,-0.000518828,-0.00128651,-0.0687016,-0.00961048,-0.0242081,0.00113792,-0.0124222,-0.0201911,-0.00479727,0.00153136,-0.00307898,0.000964975,0.00023239,0.00322512,0.00400218,-0.000454118,0.00355224,-0.000104201,-0.00260376,-0.0010729,0.000767798
2,1.55,5,20.3769,20.7675,-1.91311,-16.2625,-0.00565,0.04944,0.067,103.85,0.306723,-0.000418158,-0.000643562,-0.0653865,-0.0126378,-0.0178296,0.0103638,-0.0140549,-0.0108361,-0.00411931,0.00101742,-0.00107217,0.00150102,0.00162987,0.00282995,0.00452383,-0.000351043,0.00345542,0.000138865,-0.00338997,-0.000338217,0.000995794
2,1.75,1,0.277185,2.51074,-22.0128,-34.5193,-0.0678,0.10972,0.069,120.75,-0.172383,-0.000063,-0.000951249,-0.0704739,-0.015538,-0.0143704,0.00581265,-0.0118083,-0.0109862,-0.000652449,0.00375419,-0.0033707,0.00096451,0.000782681,0.00278965,0.00321608,0.000008,0.00328118,-0.000214062,-0.00240141,-0.000828543,0.00120562
2,1.75,2,-19.8245,22.6088,-42.1145,-14.4212,-0.13033,0.04902,0.069,120.75,-0.536265,-0.000402477,-0.000741377,-0.0682635,-0.0243174,-0.010158,0.00778947,-0.0135932,-0.00591941,0.00159541,0.00383166,-0.00350817,-0.0002204,0.00126801,0.0024622,0.00287719,-0.000252968,0.00336357,-0.000519532,-0.00251488,-0.00018466,0.000353218
2,1.75,3,-19.823,-17.6249,-42.113,-54.6549,-0.12943,0.16913,0.067,117.25,-0.0819431,0.00101631,-0.00187618,-0.068947,-0.0123318,-0.0158802,0.00138468,-0.0104911,-0.0158003,0.00317907,0.00365165,-0.00478781,0.000396675,0.000593964,0.00294984,0.00353613,-0.000834986,0.0033842,-0.000512564,-0.00281695,-0.000862879,0.000337672
2,1.75,4,20.3714,-17.6011,-1.9186,-54.6311,-0.00561,0.16964,0.066,115.5,0.368849,-0.000464931,-0.00109197,-0.0671485,-0.0096771,-0.0170518,0.00229627,-0.010978,-0.0160949,-0.00422326,0.00365896,-0.00480523,0.000858056,0.000303109,0.00286268,0.00355289,-0.000451732,0.00315034,-0.000081,-0.00230882,-0.000930133,0.000703747
2,1.75,5,20.378,22.6348,-1.91197,-14.3952,-0.00565,0.04944,0.063,110.25,0.26449,-0.000397099,-0.000618263,-0.0635869,-0.0122059,-0.00973645,0.00970741,-0.0124314,-0.0072644,-0.00362192,0.00293353,-0.0028274,0.00132787,0.00155904,0.00250425,0.00400618,-0.000346925,0.00306051,0.000111765,-0.00300056,-0.000276486,0.00089621
2,1.93,1,0.292403,4.22369,-21.9976,-32.8063,-0.0678,0.10972,0.067,129.31,-0.141341,-0.000039,-0.000918289,-0.0703381,-0.0151697,-0.0076269,0.0061892,-0.010491,-0.00793958,-0.000377618,0.00558777,-0.0050288,0.000817195,0.000806385,0.00253342,0.00292156,-0.000025,0.00297704,-0.000199513,-0.00216647,-0.000724649,0.00110525
2,1.93,2,-19.7984,24.2966,-42.0884,-12.7334,-0.13033,0.04902,0.067,129.31,-0.492863,-0.000340784,-0.000680793,-0.0678886,-0.0226203,-0.00339116,0.00757085,-0.0119274,-0.00311033,0.00189097,0.00555384,-0.00508355,-0.000291521,0.00123379,0.00224622,0.00262915,-0.000246778,0.00305561,-0.000485658,-0.00225939,-0.000149206,0.00033569
2,1.93,3,-19.7905,-15.8775,-42.0805,-52.9075,-0.12943,0.16913,0.065,125.45,-0.0363625,0.000970664,-0.00174029,-0.0687283,-0.0134146,-0.0100643,0.00253088,-0.00905039,-0.0125603,0.0032433,0.00563906,-0.00641715,0.000250746,0.000626248,0.00269715,0.00322138,-0.00079785,0.00305966,-0.00046213,-0.00254094,-0.000753154,0.000326007
2,1.93,4,20.3728,-15.857,-1.91725,-52.887,-0.00561,0.16964,0.064,123.52,0.371302,-0.000432099,-0.00096819,-0.0672898,-0.00974049,-0.0111638,0.00337016,-0.00993836,-0.0127916,-0.00380898,0.0056295,-0.00642782,0.000778142,0.000362444,0.00259391,0.00322757,-0.00045091,0.00285352,-0.000069,-0.0020908,-0.000823525,0.000651941
2,1.93,5,20.3791,24.3193,-1.91094,-12.7107,-0.00565,0.04944,0.061,117.73,0.230746,-0.00036167,-0.000600135,-0.0637393,-0.0119068,-0.00310182,0.00932538,-0.0112607,-0.0043008,-0.00325774,0.00472638,-0.00445198,0.00120118,0.00151704,0.00226757,0.00363229,-0.000332851,0.00277464,0.000084,-0.00271906,-0.000228661,0.000824509
3,1,1,0.192286,-4.2372,-22.2477,-86.2972,-0.06769,0.24053,0.09,90,-1.16878,-0.000180368,-0.00338608,-0.0780556,0.00380185,-0.0205748,-0.018599,-0.0202636,-0.0448245,-0.00023426,-0.00347166,-0.000446937,0.00234776,0.00166328,0.00399695,0.00727389,0.00024132,0.00618709,-0.00113678,-0.00466663,-0.00115913,0.00113105
3,1,2,-19.9653,16.0153,-42.4053,-66.0447,-0.12979,0.18118,0.102,102,-0.471638,0.00148802,-0.00351693,-0.090124,-0.00280842,-0.0445016,-0.0055974,-0.0221191,-0.0363044,0.00406726,-0.00447942,0.00118809,0.00151909,0.000473129,0.00507129,0.00642439,-0.00080168,0.00527701,-0.00112667,-0.00492935,-0.001613,0.000788939
3,1,3,-19.989,-24.5585,-42.429,-106.618,-0.12872,0.29835,0.097,97,-2.76503,0.000993588,-0.00704019,-0.055101,0.0372243,0.0298246,-0.0422933,-0.0153675,-0.0539305,0.00740554,-0.00412848,-0.000055,0.00112837,-0.000578689,0.00549338,0.00568093,-0.000903131,0.00564007,-0.000819264,-0.00571301,-0.00170867,-0.000078
3,1,4,20.3542,-24.5207,-2.08576,-106.581,-0.00601,0.29895,0.088,88,-2.88107,-0.00096416,-0.0054556,-0.054802,-0.00185868,0.0230067,-0.0386453,-0.0196564,-0.0553008,-0.00537038,-0.0054598,0.00128842,0.00256474,-0.000280833,0.00482449,0.00584609,0.000430278,0.00603048,-0.00199005,-0.00470874,-0.00227614,0.00117072
