sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
2,1.2,5,20.4605,20.6461,-1.82953,-16.3839,-0.00565,0.04944,0.074,88.8,0.385842,-0.000573068,0.000531675,-0.0333503,-0.00136691,-0.0633273,0.00622213,-0.0145268,-0.0083759,-0.00399737,0.00141932,-0.000536433,-0.00107847,0.00618203,0.00316098,0.00426157,0.000204032,-0.00347777,0.000014,-0.00672961,0.000217273,0.00158385
2,1.4,1,-0.188622,-0.310592,-22.4786,-37.3406,-0.0678,0.10972,0.084,117.6,0.357321,-0.000988541,0.000737989,-0.0291377,-0.0235937,-0.0725748,0.00280861,-0.0159376,-0.0103022,-0.00213572,0.000457222,0.000366167,-0.00140816,0.00592157,0.00315658,0.00322138,0.000529757,-0.00271965,0.000322451,-0.00606873,-0.000337799,0.00148089
2,1.4,2,-20.8122,20.3408,-43.1022,-16.6892,-0.13033,0.04902,0.074,103.6,0.0814394,-0.000495612,0.00112091,-0.0327984,-0.0429114,-0.0453453,0.0038948,-0.0234184,-0.00646257,-0.00123544,0.000969543,0.000132515,-0.00115781,0.00598172,0.00149591,0.00332852,0.000542026,-0.00354459,0.000959777,-0.00638989,-0.000167468,0.00136086
2,1.4,3,-20.8615,-21.0519,-43.1515,-58.0819,-0.12943,0.16913,0.101,141.4,-0.48504,-0.00169504,0.00109198,-0.0296793,-0.0474468,-0.0797422,-0.0044066,-0.0202291,-0.0131998,0.00128801,0.000422794,0.000694197,-0.00145199,0.00663373,0.00261412,0.00338998,-0.000268147,-0.00367075,0.000613595,-0.00617167,0.000560799,0.0014573
2,1.4,4,20.4473,-21.0155,-1.84273,-58.0455,-0.00561,0.16964,0.095,133,-0.500333,-0.000558353,0.000658617,-0.0263164,-0.000794423,-0.0887964,-0.00142448,-0.0112084,-0.0147152,-0.00333725,0.000589612,0.000322295,-0.000401121,0.00550903,0.00328578,0.00349554,0.000002,-0.00326301,0.000899098,-0.0054444,-0.000701067,0.000541488
2,1.4,5,20.46,20.3725,-1.83001,-16.6575,-0.00565,0.04944,0.062,86.8,0.37233,-0.000494179,0.000485285,-0.0274375,-0.00142174,-0.0536135,0.00612201,-0.0124531,-0.00719758,-0.00342591,0.00121557,-0.000459974,-0.00092509,0.00529711,0.00270965,0.00365207,0.00017463,-0.00298108,0.000011,-0.00576685,0.000180854,0.00135468
2,1.6,1,-0.190867,-0.548823,-22.4809,-37.5788,-0.0678,0.10972,0.076,121.6,0.351997,-0.000872317,0.000785966,-0.0232295,-0.0239637,-0.0660387,0.00308782,-0.0139571,-0.00903152,-0.00186357,0.000398271,0.000322554,-0.00123231,0.00518133,0.00276535,0.00281886,0.000463307,-0.00238285,0.000281965,-0.00530878,-0.000303585,0.00129395
2,1.6,2,-20.8158,20.1064,-43.1058,-16.9236,-0.13033,0.04902,0.068,108.8,0.100751,-0.0004546,0.00111071,-0.0278596,-0.0441249,-0.0392939,0.00400493,-0.0205144,-0.00566578,-0.00106274,0.000849706,0.000114911,-0.00100764,0.0052305,0.00130849,0.00291092,0.000471251,-0.0030998,0.00083952,-0.00558986,-0.000147696,0.00119237
2,1.6,3,-20.866,-21.2954,-43.156,-58.3254,-0.12943,0.16913,0.095,152,-0.381974,-0.00168804,0.00137841,-0.0224161,-0.0478116,-0.0752629,-0.00317756,-0.0177241,-0.0115742,0.00114065,0.000366342,0.000611277,-0.00126662,0.00580086,0.0022891,0.00296679,-0.000235131,-0.0032126,0.000537332,-0.00539836,0.000484443,0.00127207
2,1.6,4,20.4468,-21.2584,-1.84318,-58.2884,-0.00561,0.16964,0.087,139.2,-0.389981,-0.000487803,0.000764701,-0.0194222,-0.000884053,-0.0830905,-0.000575718,-0.00980746,-0.0128984,-0.00291997,0.000512453,0.000286404,-0.000352441,0.00481724,0.00287544,0.00305901,0.000002,-0.00285619,0.000787077,-0.00476236,-0.000620738,0.000470735
